age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,emi_eligibility,max_monthly_emi
38.0,Male,Married,Graduate,46400.0,Government,7.2,Large Indian,Own,0.0,3,2,2900.0,0.0,3300.0,9600.0,9300.0,No,0.0,729.0,316400.0,133100.0,Personal Loan EMI,837000.0,41,Not_Eligible,12886.5
38.0,Female,Married,High School,60600.0,Government,1.3,Mid-size,Own,0.0,4,3,0.0,5500.0,7200.0,13600.0,8300.0,No,0.0,676.0,370800.0,176900.0,E-commerce Shopping EMI,159000.0,13,High_Risk,14300.0
38.0,Male,Married,Post Graduate,98200.0,Government,5.9,Large Indian,Own,0.0,4,3,0.0,0.0,8100.0,27200.0,13200.0,No,0.0,769.0,,211100.0,Education EMI,54000.0,38,Eligible,32802.0
58.0,Male,Married,Post Graduate,91700.0,Government,16.1,Small,Own,0.0,2,1,10800.0,0.0,7800.0,14700.0,13900.0,Yes,25700.0,731.0,599300.0,238700.0,Vehicle EMI,554000.0,59,Not_Eligible,7961.8
32.0,Female,Married,Graduate,64400.0,Private,5.5,MNC,Rented,21700.0,3,2,0.0,0.0,5000.0,13800.0,11000.0,No,0.0,786.0,333100.0,113600.0,Education EMI,298000.0,20,Not_Eligible,7740.0
58.0,Male,Married,Post Graduate,113000.0,Government,5.6,Mid-size,Family,0.0,4,3,6800.0,0.0,10500.0,17900.0,9100.0,No,0.0,761.0,893700.0,361100.0,Vehicle EMI,514000.0,60,Eligible,49876.2
38.0,Male,Married,Graduate,52800.0,Private,3.4,Large Indian,Rented,8600.0,3,2,0.0,0.0,5400.0,10800.0,10500.0,Yes,10500.0,745.0,46900.0,9500.0,Home Appliances EMI,67000.0,29,Not_Eligible,1960.0
48.0,Male,Married,Graduate,50000.0,Private,0.8,Large Indian,Rented,8300.0,4,3,0.0,0.0,2900.0,14500.0,9600.0,Yes,13700.0,588.0,309500.0,178000.0,Education EMI,357000.0,31,Not_Eligible,500.0
32.0,Male,Married,Post Graduate,46400.0,Private,8.0,Mid-size,Family,0.0,3,2,4500.0,5900.0,4400.0,7500.0,5200.0,Yes,6500.0,752.0,166500.0,42100.0,E-commerce Shopping EMI,125000.0,19,Not_Eligible,5208.0
48.0,Female,Married,Graduate,26300.0,Private,3.3,Startup,Own,0.0,4,3,0.0,0.0,1600.0,4800.0,3300.0,No,0.0,651.0,71100.0,38700.0,Personal Loan EMI,703000.0,58,Not_Eligible,8300.0
27.0,Female,Married,,35400.0,Private,0.5,Startup,Own,0.0,3,2,9600.0,14800.0,5000.0,6400.0,5100.0,Yes,10200.0,550.0,82400.0,31900.0,Vehicle EMI,1.272e+06,67,Not_Eligible,500.0
32.0,Male,Single,Graduate,55500.0,Private,0.5,Mid-size,Own,0.0,2,1,0.0,8700.0,3300.0,10600.0,2800.0,No,0.0,691.0,62500.0,14400.0,Education EMI,242000.0,16,Not_Eligible,9632.0
48.0,Male,Married,Graduate,44600.0,Government,17.5,Small,Own,0.0,2,1,10300.0,0.0,6600.0,8600.0,7500.0,No,0.0,770.0,35700.0,8100.0,Personal Loan EMI,217000.0,41,Not_Eligible,6124.8
58.0,Male,Married,Professional,65900.0,Private,21.8,Mid-size,Own,0.0,5,4,0.0,0.0,4900.0,13400.0,11700.0,Yes,19600.0,634.0,259800.0,121800.0,Education EMI,161000.0,13,Not_Eligible,4564.0
38.0,Male,Married,Professional,68300.0,Self-employed,7.3,MNC,Rented,16000.0,3,2,0.0,0.0,6500.0,15000.0,8900.0,No,0.0,655.0,404000.0,139200.0,Education EMI,329000.0,44,High_Risk,9855.0
48.0,Female,Married,High School,52600.0,Private,6.4,Mid-size,Rented,10700.0,2,1,0.0,21100.0,4600.0,15700.0,7400.0,No,0.0,708.0,259400.0,116600.0,E-commerce Shopping EMI,163000.0,9,Not_Eligible,500.0
38.0,Male,Single,Graduate,37100.0,Private,10.6,Startup,Own,0.0,2,1,6400.0,5300.0,3300.0,8300.0,5800.0,Yes,10500.0,666.0,147600.0,33000.0,Education EMI,350000.0,26,Not_Eligible,500.0
32.0,Male,Single,Graduate,20000.0,Private,2.9,Large Indian,Rented,3300.0,2,1,8100.0,12300.0,1700.0,5100.0,2600.0,Yes,3200.0,686.0,149800.0,62100.0,Vehicle EMI,819000.0,17,Not_Eligible,500.0
48.0,Female,Married,Post Graduate,95700.0,Private,3.9,Large Indian,Family,0.0,3,2,0.0,0.0,5900.0,15300.0,8900.0,No,0.0,662.0,569900.0,129800.0,Home Appliances EMI,133000.0,25,Eligible,32800.0
38.0,Male,Married,Graduate,71600.0,Private,0.5,Large Indian,Rented,19800.0,3,2,0.0,22600.0,7900.0,10700.0,11800.0,No,0.0,783.0,119800.0,53800.0,Education EMI,73000.0,24,Not_Eligible,500.0
27.0,Male,Single,Post Graduate,119500.0,Government,0.6,Startup,Own,0.0,3,2,0.0,6500.0,14100.0,21600.0,22900.0,Yes,17900.0,788.0,890600.0,178100.0,Personal Loan EMI,692000.0,32,Not_Eligible,16863.0
38.0,Female,Married,Graduate,46900.0,Private,0.8,MNC,Own,0.0,3,2,0.0,0.0,4200.0,10200.0,6900.0,No,0.0,693.0,141700.0,41500.0,Education EMI,145000.0,22,Eligible,10240.0
38.0,Male,Married,Post Graduate,78600.0,Private,1.7,Mid-size,Family,0.0,2,1,0.0,24300.0,9300.0,15100.0,11800.0,No,0.0,790.0,488800.0,223700.0,Home Appliances EMI,158000.0,7,Not_Eligible,11946.0
32.0,Male,Married,Graduate,25700.0,Private,10.0,MNC,Own,0.0,2,1,9600.0,0.0,1500.0,6600.0,4200.0,No,0.0,697.0,63300.0,27300.0,Vehicle EMI,1.429e+06,30,Not_Eligible,1900.0
38.0,Female,Married,Graduate,60500.0,Private,6.8,Mid-size,Rented,20600.0,4,3,7100.0,0.0,8100.0,16400.0,11800.0,Yes,6800.0,711.0,227600.0,128600.0,E-commerce Shopping EMI,111000.0,20,Not_Eligible,500.0
32.0,Male,Married,Professional,43300.0,Private,1.8,MNC,Rented,12900.0,4,3,4800.0,6100.0,4900.0,6700.0,7400.0,Yes,7000.0,649.0,263800.0,71900.0,Personal Loan EMI,396000.0,54,Not_Eligible,500.0
27.0,Female,Single,Graduate,38900.0,Private,1.0,MNC,Own,0.0,1,0,0.0,0.0,2600.0,10300.0,2600.0,No,0.0,714.0,245800.0,82900.0,Vehicle EMI,966000.0,62,Not_Eligible,12870.0
48.0,Female,Married,Graduate,20000.0,Government,23.3,Large Indian,Family,0.0,4,3,13200.0,0.0,2900.0,5500.0,2400.0,No,0.0,720.0,41000.0,15600.0,Personal Loan EMI,709000.0,23,Not_Eligible,500.0
48.0,Female,Single,Graduate,45100.0,Private,21.1,Startup,Family,0.0,2,1,2600.0,0.0,2700.0,8900.0,6300.0,No,0.0,667.0,174800.0,52000.0,Education EMI,55000.0,32,Eligible,12300.0
48.0,Male,Married,Professional,78900.0,Government,2.8,Large Indian,Own,0.0,2,1,3900.0,0.0,9800.0,14000.0,6300.0,Yes,18400.0,765.0,292700.0,91800.0,E-commerce Shopping EMI,21000.0,9,Eligible,11130.0
38.0,Male,Married,High School,42500.0,Private,10.6,MNC,Family,0.0,5,4,3700.0,19700.0,4700.0,12200.0,6600.0,No,0.0,789.0,94100.0,23800.0,Education EMI,231000.0,31,Not_Eligible,500.0
27.0,Male,Married,Graduate,51300.0,Private,1.2,MNC,Family,0.0,5,4,7700.0,21700.0,3000.0,11100.0,7400.0,No,0.0,639.0,319600.0,148800.0,Vehicle EMI,497000.0,37,Not_Eligible,500.0
27.0,Male,Single,Post Graduate,98300.0,Self-employed,2.4,MNC,Own,0.0,2,1,0.0,0.0,14500.0,24700.0,16600.0,No,0.0,689.0,433200.0,168900.0,Personal Loan EMI,832000.0,43,Not_Eligible,19125.0
38.0,Male,Married,Graduate,79800.0,Private,9.0,Mid-size,Own,0.0,4,3,0.0,0.0,9000.0,21200.0,9500.0,No,0.0,741.0,74000.0,29300.0,Home Appliances EMI,223000.0,9,Not_Eligible,16040.0
38.0,Male,Married,Professional,135900.0,Private,1.6,Mid-size,Own,0.0,3,2,0.0,0.0,10300.0,24600.0,11500.0,Yes,26300.0,707.0,793600.0,316700.0,Education EMI,389000.0,17,Not_Eligible,22120.0
32.0,Female,Single,Professional,192000.0,Government,7.8,MNC,Family,0.0,3,2,14700.0,0.0,27000.0,56900.0,22900.0,No,0.0,747.0,403500.0,188100.0,Vehicle EMI,1.415e+06,78,Eligible,38775.0
38.0,Male,Single,High School,25100.0,Private,9.6,Mid-size,Rented,5300.0,2,1,0.0,25000.0,3100.0,4600.0,4000.0,Yes,3200.0,613.0,118600.0,65200.0,E-commerce Shopping EMI,36000.0,14,Not_Eligible,500.0
32.0,Male,Married,Post Graduate,86800.0,Private,0.5,Large Indian,Own,0.0,2,1,8500.0,0.0,9800.0,15900.0,13000.0,Yes,9500.0,750.0,617900.0,359400.0,Home Appliances EMI,285000.0,20,Not_Eligible,11124.96
58.0,Male,Single,Graduate,75700.0,Private,8.7,Startup,Family,0.0,2,1,5100.0,0.0,8700.0,22100.0,8200.0,No,0.0,617.0,562300.0,202500.0,Personal Loan EMI,623000.0,14,Not_Eligible,13904.0
58.0,Male,Married,Graduate,25400.0,Private,10.8,MNC,Rented,,3,2,11300.0,0.0,1800.0,6000.0,2700.0,No,0.0,616.0,187700.0,109600.0,Home Appliances EMI,169000.0,28,Not_Eligible,500.0
48.0,Male,Married,Graduate,26700.0,Private,1.0,Large Indian,Own,0.0,5,4,5400.0,0.0,3200.0,4000.0,2200.0,No,0.0,754.0,36600.0,16800.0,Vehicle EMI,98000.0,14,Not_Eligible,5712.0
48.0,Female,Married,Graduate,49600.0,Private,7.2,MNC,Rented,15200.0,3,2,3700.0,0.0,3200.0,9900.0,8700.0,No,0.0,821.0,180700.0,76700.0,Education EMI,395000.0,48,Not_Eligible,5340.0
48.0,Male,Married,Post Graduate,79800.0,Private,23.4,MNC,Rented,22700.0,5,4,3000.0,7900.0,8300.0,12800.0,15900.0,Yes,19700.0,705.0,550900.0,269500.0,E-commerce Shopping EMI,65000.0,8,Not_Eligible,500.0
58.0,Male,Married,Graduate,95200.0,Private,12.8,Large Indian,Own,0.0,5,4,8300.0,0.0,9100.0,21900.0,13900.0,No,0.0,652.0,654900.0,179100.0,Vehicle EMI,990000.0,59,High_Risk,23100.0
48.0,Male,Married,Graduate,45000.0,Private,10.2,Startup,Own,0.0,3,2,12400.0,0.0,4600.0,9800.0,6000.0,Yes,7800.0,712.0,34700.0,7000.0,Education EMI,146000.0,43,Not_Eligible,1232.0
38.0,Female,Married,Graduate,56100.0,Private,1.0,Small,Own,0.0,2,1,6200.0,0.0,2900.0,10800.0,9200.0,Yes,11100.0,703.0,307100.0,122100.0,Home Appliances EMI,140000.0,11,Not_Eligible,5565.0
38.0,Male,Single,Post Graduate,122700.0,Private,3.6,Startup,Rented,36100.0,2,1,0.0,20000.0,7800.0,19400.0,9600.0,No,0.0,727.0,300100.0,117800.0,Education EMI,198000.0,48,Eligible,14900.0
32.0,F,Married,Professional,38700.0,Private,2.1,Mid-size,Family,0.0,2,1,12700.0,0.0,4200.0,6900.0,4500.0,Yes,5600.0,718.0,150900.0,34800.0,Home Appliances EMI,192000.0,31,Not_Eligible,1680.0
38.0,Male,Married,Graduate,83700.0,Private,0.5,Mid-size,Rented,24100.0,2,1,0.0,0.0,9700.0,24900.0,5400.0,Yes,9600.0,723.0,563700.0,285700.0,Personal Loan EMI,510000.0,34,Not_Eligible,3080.0
58.0,Female,Married,Graduate,32200.0,Private,22.1,Startup,Family,0.0,2,1,0.0,14400.0,2700.0,6300.0,4500.0,Yes,3400.0,669.0,142700.0,64300.0,Home Appliances EMI,146000.0,25,Not_Eligible,500.0
38.0,Male,Married,Post Graduate,64800.0,Private,6.9,Large Indian,Own,0.0,4,3,0.0,0.0,5700.0,14600.0,10000.0,Yes,16600.0,651.0,425600.0,144800.0,Education EMI,480000.0,16,Not_Eligible,6891.5
38.0,Male,Married,Graduate,81300.0,Private,4.1,Startup,Rented,18400.0,4,3,0.0,0.0,8600.0,24300.0,9000.0,Yes,10600.0,721.0,423700.0,175000.0,Education EMI,248000.0,34,Not_Eligible,3640.0
58.0,Female,Married,High School,41400.0,Private,13.7,Mid-size,Rented,8900.0,3,2,0.0,0.0,4300.0,8200.0,4200.0,No,0.0,714.0,52200.0,29900.0,E-commerce Shopping EMI,75000.0,24,Eligible,6320.0
27.0,Male,Single,Graduate,34500.0,Private,0.5,Large Indian,Own,0.0,3,2,3700.0,0.0,4900.0,8500.0,2600.0,Yes,5600.0,685.0,80800.0,34600.0,Vehicle EMI,1.4e+06,50,Not_Eligible,2576.0
48.0,Female,Married,Graduate,93700.0,Self-employed,0.5,Mid-size,Own,0.0,3,2,13500.0,0.0,10800.0,23600.0,8700.0,No,0.0,,581200.0,174300.0,Personal Loan EMI,135000.0,34,Eligible,22037.4
32.0,Female,Married,Professional,22500.0,Private,3.1,MNC,Rented,6400.0,3,2,10700.0,0.0,2700.0,4300.0,1400.0,No,0.0,679.0,144000.0,68500.0,Vehicle EMI,1.135e+06,64,Not_Eligible,500.0
32.0,Male,Married,Post Graduate,102900.0,Private,2.5,Mid-size,Rented,23500.0,3,2,3100.0,0.0,12400.0,20600.0,10900.0,Yes,25400.0,734.0,151700.0,91000.0,Personal Loan EMI,652000.0,19,Not_Eligible,1960.0
38.0,Female,Married,Professional,121800.0,Private,4.1,Large Indian,Rented,20200.0,3,2,0.0,0.0,8200.0,24800.0,7700.0,Yes,15700.0,683.0,920400.0,302200.0,Personal Loan EMI,52000.0,13,Eligible,17402.0
48.0,Male,Married,Graduate,40100.0,Private,3.1,Startup,Family,0.0,4,3,14100.0,14300.0,3200.0,6100.0,2800.0,No,0.0,759.0,34600.0,13900.0,E-commerce Shopping EMI,121000.0,13,Not_Eligible,500.0
37.0,Female,Married,Graduate,57125.0,Private,3.0,Large Indian,Own,0.0,3,2,5100.0,0.0,7700.0,14700.0,6900.0,No,0.0,760.0,383400.0,219100.0,Vehicle EMI,97000.0,19,Eligible,14256.0
31.0,Female,Married,Post Graduate,36070.0,Government,1.7,Large Indian,Family,0.0,2,1,13900.0,0.0,2500.0,9300.0,5900.0,No,0.0,767.0,250900.0,53200.0,E-commerce Shopping EMI,151000.0,7,Not_Eligible,3828.0
48.0,Male,Married,Professional,57300.0,Government,1.2,Mid-size,Rented,15500.0,3,2,9500.0,0.0,3000.0,14500.0,4700.0,No,0.0,655.0,434300.0,109600.0,Personal Loan EMI,766000.0,58,Not_Eligible,5555.0
48.0,Female,Married,Graduate,95600.0,Private,0.7,Large Indian,Own,0.0,5,4,0.0,22200.0,7000.0,25600.0,15100.0,Yes,16600.0,613.0,672700.0,313000.0,Vehicle EMI,1.207e+06,25,Not_Eligible,2242.24
58.0,Female,Single,High School,70400.0,Private,6.0,Large Indian,Own,0.0,2,1,6400.0,0.0,9900.0,19300.0,4600.0,No,0.0,714.0,140200.0,31000.0,Personal Loan EMI,678000.0,47,Not_Eligible,12080.0
58.0,Male,Married,Graduate,51700.0,Private,4.7,MNC,Own,0.0,2,1,5200.0,0.0,4200.0,14900.0,6700.0,No,0.0,549.0,311500.0,176600.0,Education EMI,281000.0,30,Not_Eligible,5692.5
38.0,Female,Married,Graduate,52900.0,Self-employed,0.6,Large Indian,Rented,11300.0,3,2,14100.0,24600.0,5100.0,11000.0,8200.0,Yes,9000.0,665.0,207200.0,112000.0,Education EMI,468000.0,23,Not_Eligible,500.0
27.0,Male,Single,Graduate,34500.0,Government,1.4,Mid-size,Family,0.0,1,0,0.0,0.0,3500.0,7900.0,2700.0,No,0.0,767.0,272400.0,81100.0,Vehicle EMI,565000.0,78,Eligible,13464.0
48.0,Male,Married,Graduate,33400.0,Self-employed,21.0,Startup,Family,0.0,5,4,0.0,13800.0,4200.0,7100.0,6100.0,Yes,4700.0,665.0,125200.0,25400.0,Home Appliances EMI,90000.0,23,Not_Eligible,500.0
38.0,Male,Married,Post Graduate,22200.0,Private,2.7,Mid-size,Family,0.0,3,2,4300.0,0.0,1700.0,6300.0,3800.0,No,0.0,674.0,142000.0,34100.0,Personal Loan EMI,714000.0,12,Not_Eligible,3355.0
38.0,Female,Married,High School,48000.0,Private,7.3,Mid-size,Own,0.0,2,1,0.0,0.0,5500.0,7900.0,9100.0,No,0.0,686.0,122100.0,30100.0,Personal Loan EMI,724000.0,25,Not_Eligible,12750.0
48.0,Female,Married,Professional,69900.0,Government,1.0,Large Indian,Rented,16400.0,2,1,0.0,0.0,6000.0,19200.0,6700.0,No,0.0,766.0,390700.0,218100.0,Home Appliances EMI,186000.0,33,Eligible,12960.0
38.0,Male,Married,Post Graduate,43000.0,Private,4.2,Startup,Family,0.0,5,4,11500.0,0.0,3700.0,10700.0,4500.0,No,0.0,707.0,177300.0,40500.0,E-commerce Shopping EMI,98000.0,19,High_Risk,6300.0
38.0,Male,Married,Post Graduate,85500.0,Government,0.8,MNC,Rented,27900.0,2,1,0.0,0.0,10000.0,22000.0,12000.0,No,0.0,761.0,656000.0,323000.0,Education EMI,205000.0,20,Not_Eligible,8976.0
27.0,Female,Single,High School,61700.0,Private,0.5,Startup,Own,0.0,2,1,14500.0,0.0,5600.0,9400.0,4900.0,No,0.0,688.0,141300.0,29000.0,Home Appliances EMI,213000.0,28,High_Risk,10920.0
32.0,Male,Married,Graduate,69800.0,Self-employed,1.8,Mid-size,Rented,15700.0,4,3,0.0,17600.0,9700.0,15000.0,4600.0,No,0.0,692.0,68900.0,29200.0,Home Appliances EMI,51000.0,29,Eligible,2592.0
38.0,Female,Married,High School,37400.0,Private,4.3,MNC,Rented,10700.0,4,3,0.0,0.0,4400.0,5800.0,6400.0,Yes,7300.0,554.0,103600.0,55800.0,E-commerce Shopping EMI,136000.0,10,Not_Eligible,784.0
32.0,Female,Married,Post Graduate,51600.0,Private,4.1,MNC,Rented,9200.0,3,2,5700.0,0.0,4400.0,15400.0,6800.0,No,0.0,731.0,129000.0,35200.0,Home Appliances EMI,265000.0,27,Not_Eligible,5050.0
27.0,Male,Single,Graduate,68300.0,Private,1.4,Mid-size,Own,0.0,1,0,0.0,0.0,4000.0,13000.0,4100.0,Yes,18400.0,666.0,365500.0,160200.0,Education EMI,297000.0,43,High_Risk,10080.0
32.0,Male,Married,Graduate,18000.0,Private,2.1,Large Indian,Rented,6300.0,3,2,0.0,0.0,2500.0,4200.0,3500.0,No,0.0,754.0,30300.0,13400.0,Education EMI,475000.0,27,Not_Eligible,720.0
48.0,Male,Married,Graduate,99400.0,Private,17.7,Large Indian,Own,0.0,4,3,12000.0,0.0,9700.0,29000.0,14700.0,Yes,10100.0,664.0,51800.0,20300.0,Vehicle EMI,488000.0,71,Not_Eligible,6692.0
27.0,Male,Married,Graduate,42600.0,Private,3.7,Mid-size,Rented,8700.0,3,2,0.0,0.0,5300.0,10200.0,7500.0,Yes,11600.0,596.0,335000.0,170300.0,Vehicle EMI,479000.0,25,Not_Eligible,500.0
48.0,Male,Married,Post Graduate,35900.0,Private,1.3,MNC,Rented,8700.0,3,2,5100.0,0.0,4500.0,7500.0,2900.0,Yes,6700.0,533.0,98200.0,27400.0,Home Appliances EMI,148000.0,14,Not_Eligible,500.0
27.0,Female,Single,Post Graduate,52000.0,Private,2.7,Large Indian,Family,0.0,2,1,3000.0,0.0,6900.0,10100.0,7400.0,Yes,5300.0,621.0,53600.0,25900.0,Home Appliances EMI,38000.0,11,High_Risk,4323.2
48.0,Male,Married,Post Graduate,23400.0,Private,13.9,Large Indian,Rented,7100.0,3,2,0.0,10200.0,3500.0,4700.0,2600.0,Yes,6300.0,711.0,174200.0,101100.0,Personal Loan EMI,110000.0,56,Not_Eligible,500.0
32.0,Male,Married,Graduate,85000.0,Self-employed,8.1,Large Indian,Family,0.0,3,2,13800.0,0.0,10300.0,19800.0,9700.0,Yes,23800.0,0.0,491000.0,293500.0,Education EMI,187000.0,15,Not_Eligible,2394.0
38.0,Female,Married,Graduate,73600.0,Government,5.5,Mid-size,Own,0.0,3,2,0.0,0.0,5400.0,19700.0,3800.0,No,0.0,850.0,562700.0,136600.0,Vehicle EMI,1.152e+06,39,Not_Eligible,32452.2
38.0,Female,Married,Post Graduate,111300.0,Private,9.4,Mid-size,Rented,21900.0,3,2,0.0,0.0,14700.0,25100.0,18700.0,Yes,31600.0,734.0,459400.0,243600.0,E-commerce Shopping EMI,184000.0,4,Not_Eligible,500.0
38.0,Male,Married,Graduate,46200.0,Private,5.1,Large Indian,Own,0.0,3,2,0.0,20100.0,4000.0,9200.0,2700.0,Yes,7700.0,676.0,316500.0,161300.0,Home Appliances EMI,100000.0,30,Not_Eligible,962.5
48.0,Male,Married,Professional,39800.0,Private,2.3,Large Indian,Family,18629.0,4,3,0.0,0.0,5100.0,7000.0,7300.0,No,0.0,644.0,92200.0,53700.0,E-commerce Shopping EMI,155000.0,13,Not_Eligible,8160.0
38.0,Male,Married,Graduate,87900.0,Private,0.8,Mid-size,Family,0.0,4,3,11900.0,0.0,12700.0,24000.0,7800.0,No,0.0,850.0,479800.0,266500.0,Vehicle EMI,1.108e+06,31,Not_Eligible,15120.0
27.0,Female,Single,Graduate,91500.0,Private,3.1,Mid-size,Rented,28500.0,2,1,0.0,13200.0,8400.0,22500.0,11900.0,Yes,22800.0,629.0,324300.0,137800.0,Personal Loan EMI,69000.0,44,Not_Eligible,500.0
32.0,Male,Married,Graduate,49300.0,Self-employed,2.8,Mid-size,Family,0.0,2,1,7900.0,24500.0,4600.0,8000.0,4200.0,Yes,14100.0,721.0,197200.0,45900.0,Personal Loan EMI,903000.0,50,Not_Eligible,500.0
48.0,Female,Married,Post Graduate,86100.0,Private,1.3,Large Indian,Own,0.0,2,1,4500.0,0.0,11000.0,21100.0,6400.0,No,0.0,746.0,206300.0,91200.0,Vehicle EMI,1.295e+06,21,Not_Eligible,21550.0
38.0,Male,Single,Post Graduate,43100.0,Private,1.1,Mid-size,Rented,8600.0,2,1,10700.0,0.0,5800.0,12800.0,7100.0,Yes,9600.0,557.0,338700.0,135700.0,Personal Loan EMI,633000.0,51,Not_Eligible,500.0
32.0,Male,Single,Graduate,86100.0,Private,1.7,Mid-size,Rented,26800.0,2,1,11000.0,5500.0,12400.0,15200.0,12300.0,No,0.0,802.0,151600.0,59700.0,Home Appliances EMI,171000.0,20,Not_Eligible,1392.0
48.0,Male,Married,Graduate,78400.0,Government,3.8,Large Indian,Family,0.0,5,4,9100.0,7600.0,7200.0,23400.0,6100.0,No,0.0,850.0,448400.0,162100.0,Home Appliances EMI,294000.0,21,High_Risk,16500.0
32.0,Male,Married,Graduate,47900.0,Private,2.0,MNC,Family,0.0,3,2,0.0,0.0,5800.0,14300.0,8300.0,Yes,11200.0,638.0,143000.0,69000.0,Home Appliances EMI,94000.0,9,Not_Eligible,2324.0
48.0,Male,Married,Post Graduate,71100.0,Government,3.1,Mid-size,Own,0.0,4,3,8000.0,0.0,7100.0,20300.0,12400.0,Yes,19300.0,734.0,240400.0,63700.0,Home Appliances EMI,184000.0,28,Not_Eligible,1540.0
38.0,Female,Married,Post Graduate,26000.0,Private,2.3,Startup,Own,0.0,5,4,5700.0,0.0,1500.0,5900.0,5100.0,Yes,7100.0,701.0,198100.0,69000.0,Home Appliances EMI,189000.0,28,Not_Eligible,500.0
58.0,Male,Married,High School,25800.0,Private,14.4,Mid-size,Family,0.0,3,2,0.0,19600.0,3500.0,5900.0,3100.0,No,0.0,836.0,136800.0,62700.0,Personal Loan EMI,886000.0,40,Not_Eligible,500.0
48.0,Male,Married,Graduate,63400.0,Private,21.5,Mid-size,Family,0.0,2,1,0.0,0.0,5300.0,14300.0,6500.0,No,0.0,724.0,352300.0,84900.0,Personal Loan EMI,898000.0,25,Not_Eligible,18650.0
58.0,Female,Married,Post Graduate,26000.0,Self-employed,3.1,Mid-size,Own,0.0,3,2,4800.0,0.0,2900.0,4100.0,3000.0,Yes,4000.0,629.0,63000.0,16300.0,Education EMI,483000.0,10,Not_Eligible,1814.4
27.0,Female,Single,Professional,27000.0,Government,0.5,Mid-size,Rented,9300.0,3,2,6500.0,0.0,3400.0,6500.0,5200.0,No,0.0,764.0,213700.0,95400.0,Personal Loan EMI,789000.0,52,Not_Eligible,500.0
48.0,Female,Married,High School,21100.0,Private,3.8,Mid-size,Family,0.0,4,3,10700.0,0.0,2500.0,3300.0,2600.0,Yes,5700.0,671.0,25600.0,10500.0,E-commerce Shopping EMI,123000.0,19,Not_Eligible,500.0
38.0,Male,Married,Post Graduate,94200.0,Private,4.7,Large Indian,Family,0.0,4,3,0.0,0.0,10800.0,26000.0,15200.0,No,0.0,733.0,684900.0,378500.0,Education EMI,174000.0,33,Eligible,23210.0
48.0,Male,Married,Graduate,43800.0,Government,15.1,Startup,Rented,8200.0,2,1,0.0,0.0,2200.0,13000.0,3100.0,Yes,5100.0,648.0,187200.0,91900.0,Personal Loan EMI,877000.0,54,Not_Eligible,3757.6
32.0,Male,Married,Graduate,92000.0,Private,10.0,Mid-size,Family,0.0,4,3,4200.0,7600.0,8900.0,22500.0,15600.0,No,0.0,814.0,281500.0,110400.0,Vehicle EMI,1.312e+06,54,Not_Eligible,19920.0
32.0,Female,Single,Graduate,62000.0,Private,2.0,Large Indian,Rented,15800.0,3,2,0.0,0.0,6700.0,17100.0,7100.0,No,0.0,716.0,191500.0,44600.0,Personal Loan EMI,544000.0,32,Not_Eligible,7650.0
32.0,Male,Single,High School,35300.0,Private,0.5,Large Indian,Rented,10800.0,3,2,12500.0,0.0,4500.0,9700.0,2100.0,No,0.0,783.0,203600.0,83000.0,Vehicle EMI,545000.0,77,Not_Eligible,500.0
32.0,Male,Single,Professional,41500.0,Government,10.0,Small,Own,0.0,2,1,14900.0,0.0,3200.0,11400.0,6900.0,No,0.0,781.0,41800.0,12200.0,Vehicle EMI,1.467e+06,19,Not_Eligible,2692.8
27.0,Female,Single,Post Graduate,47200.0,Self-employed,2.8,Mid-size,Rented,8000.0,1,0,0.0,0.0,2600.0,12600.0,9400.0,No,0.0,702.0,100400.0,45700.0,Home Appliances EMI,176000.0,24,Not_Eligible,6570.0
32.0,male,Single,Post Graduate,93000.0,Private,2.8,Mid-size,Own,0.0,1,0,0.0,0.0,10400.0,18700.0,11000.0,No,0.0,713.0,180600.0,95600.0,Personal Loan EMI,184000.0,41,Eligible,21160.0
38.0,Male,Married,Graduate,56000.0,Self-employed,4.0,Large Indian,Own,0.0,5,4,4600.0,12700.0,3700.0,14000.0,10500.0,No,0.0,683.0,145500.0,33200.0,Home Appliances EMI,23000.0,28,Eligible,4725.0
38.0,Male,Married,High School,41700.0,Private,9.9,Mid-size,Rented,13200.0,3,2,0.0,0.0,2900.0,9200.0,3900.0,No,0.0,735.0,286800.0,148800.0,Home Appliances EMI,43000.0,17,Eligible,6875.0
58.0,Female,Married,Post Graduate,116600.0,Private,22.2,MNC,Rented,39000.0,2,1,6100.0,15400.0,13400.0,27900.0,8000.0,No,0.0,718.0,729500.0,148100.0,Personal Loan EMI,459000.0,46,Not_Eligible,3740.0
38.0,Male,Married,Graduate,57400.0,Government,2.9,Large Indian,Family,0.0,4,3,0.0,13500.0,5800.0,10600.0,3100.0,No,0.0,850.0,64900.0,22300.0,Vehicle EMI,1.497e+06,20,Not_Eligible,11712.0
48.0,Female,Single,Graduate,31500.0,Private,5.0,Large Indian,Rented,9700.0,3,2,4400.0,0.0,2400.0,9200.0,4300.0,Yes,4000.0,612.0,190800.0,60300.0,Personal Loan EMI,805000.0,42,Not_Eligible,500.0
